0, 55.38;
10451, 55.38;
20901, 55.73;
31352, 58.02;
41802, 59.60;
52253, 61.18;
62704, 61.71;
73155, 62.59;
83605, 64.34;
94056, 63.99;
104507, 65.40;
114958, 66.10;
125409, 66.63;
135859, 67.51;
146310, 67.68;
156761, 68.56;
167212, 68.56;
177663, 69.44;
188112, 69.44;
198563, 70.32;
209014, 71.20;
219465, 71.20;
229915, 71.20;
240366, 71.20;
250817, 72.08;
261268, 72.08;
271719, 72.43;
282169, 72.96;
292620, 73.13;
303071, 73.48;
